"uf","municipios","esfera","status"
MG,Areado,Municipal,Não iniciado
MG,Argirita,Municipal,Não iniciado
MG,Aricanduva,Municipal,Não iniciado
MG,Arinos,Municipal,Não iniciado
MG,Astolfo Dutra,Municipal,Não iniciado
MG,Ataléia,Municipal,Não iniciado
MG,Augusto de Lima,Municipal,Não iniciado
MG,Baependi,Municipal,Não iniciado
MG,Baldim,Municipal,Não iniciado
MG,Bambuí,Municipal,Não iniciado
MG,Bandeira,Municipal,Não iniciado
MG,Bandeira do Sul,Municipal,Não iniciado
MG,Barão de Cocais,Municipal,Não iniciado
MG,Barão de Monte Alto,Municipal,Não iniciado
MG,Barbacena,Municipal,Não iniciado
MG,Barra Longa,Municipal,Não iniciado
MG,Barroso,Municipal,Não iniciado
MG,Bela Vista de Minas,Municipal,Não iniciado
MG,Belmiro Braga,Municipal,Não iniciado
MG,Belo Horizonte,Municipal,Não iniciado
MG,Belo Oriente,Municipal,Não iniciado
MG,Belo Vale,Municipal,Não iniciado
MG,Berilo,Municipal,Não iniciado
MG,Berizal,Municipal,Não iniciado
MG,Bertópolis,Municipal,Não iniciado
MG,Betim,Municipal,Não iniciado
MG,Bias Fortes,Municipal,Não iniciado
MG,Bicas,Municipal,Não iniciado
MG,Biquinhas,Municipal,Não iniciado
MG,Boa Esperança,Municipal,Não iniciado
MG,Bocaina de Minas,Municipal,Não iniciado
MG,Bocaiúva,Municipal,Não iniciado
MG,Bom Despacho,Municipal,Não iniciado
MG,Bom Jardim de Minas,Municipal,Não iniciado
MG,Bom Jesus da Penha,Municipal,Não iniciado
MG,Bom Jesus do Amparo,Municipal,Não iniciado
MG,Bom Jesus do Galho,Municipal,Não iniciado
MG,Bom Repouso,Municipal,Não iniciado
MG,Bom Sucesso,Municipal,Não iniciado
MG,Bonfim,Municipal,Não iniciado
MG,Bonfinópolis de Minas,Municipal,Não iniciado
MG,Bonito de Minas,Municipal,Não iniciado
MG,Borda da Mata,Municipal,Não iniciado
MG,Botelhos,Municipal,Não iniciado
MG,Botumirim,Municipal,Não iniciado
MG,Brasilândia de Minas,Municipal,Não iniciado
MG,Brasília de Minas,Municipal,Não iniciado
MG,Brasópolis,Municipal,Não iniciado
MG,Brás Pires,Municipal,Não iniciado
MG,Braúnas,Municipal,Não iniciado
MG,Brumadinho,Municipal,Não iniciado
MG,Bueno Brandão,Municipal,Não iniciado
MG,Buenópolis,Municipal,Não iniciado
MG,Bugre,Municipal,Não iniciado
MG,Buritis,Municipal,Não iniciado
MG,Buritizeiro,Municipal,Não iniciado
MG,Cabeceira Grande,Municipal,Não iniciado
MG,Cabo Verde,Municipal,Não iniciado
MG,Cachoeira da Prata,Municipal,Não iniciado
MG,Cachoeira de Minas,Municipal,Não iniciado
MG,Cachoeira de Pajeú,Municipal,Não iniciado
MG,Cachoeira Dourada,Municipal,Não iniciado
MG,Caetanópolis,Municipal,Não iniciado
MG,Caeté,Municipal,Não iniciado
MG,Caiana,Municipal,Não iniciado
MG,Cajuri,Municipal,Não iniciado
MG,Caldas,Municipal,Não iniciado
MG,Camacho,Municipal,Não iniciado
MG,Camanducaia,Municipal,Não iniciado
MG,Cambuí,Municipal,Não iniciado
MG,Cambuquira,Municipal,Não iniciado
MG,Campanário,Municipal,Não iniciado
MG,Campanha,Municipal,Não iniciado
MG,Campestre,Municipal,Não iniciado
MG,Campina Verde,Municipal,Não iniciado
MG,Campo Azul,Municipal,Não iniciado
MG,Campo Belo,Municipal,Não iniciado
MG,Campo do Meio,Municipal,Não iniciado
MG,Campo Florido,Municipal,Não iniciado
MG,Campos Altos,Municipal,Não iniciado
MG,Campos Gerais,Municipal,Não iniciado
MG,Canaã,Municipal,Não iniciado
MG,Canápolis,Municipal,Não iniciado
MG,Cana Verde,Municipal,Não iniciado
MG,Candeias,Municipal,Não iniciado
MG,Cantagalo,Municipal,Não iniciado
MG,Caparaó,Municipal,Não iniciado
MG,Capela Nova,Municipal,Não iniciado
MG,Capelinha,Municipal,Não iniciado
MG,Capetinga,Municipal,Não iniciado
MG,Capim Branco,Municipal,Não iniciado
MG,Capinópolis,Municipal,Não iniciado
MG,Capitão Andrade,Municipal,Não iniciado
MG,Capitão Enéas,Municipal,Não iniciado
MG,Capitólio,Municipal,Não iniciado
MG,Caputira,Municipal,Não iniciado
MG,Caraí,Municipal,Não iniciado
MG,Caranaíba,Municipal,Não iniciado
MG,Carandaí,Municipal,Não iniciado
MG,Carangola,Municipal,Não iniciado
MG,Caratinga,Municipal,Não iniciado
MG,Carbonita,Municipal,Não iniciado
MG,Careaçu,Municipal,Não iniciado
MG,Carlos Chagas,Municipal,Não iniciado
MG,Carmésia,Municipal,Não iniciado
MG,Carmo da Cachoeira,Municipal,Não iniciado
MG,Carmo da Mata,Municipal,Não iniciado
MG,Carmo de Minas,Municipal,Não iniciado
MG,Carmo do Cajuru,Municipal,Não iniciado
MG,Carmo do Paranaíba,Municipal,Não iniciado
MG,Carmo do Rio Claro,Municipal,Não iniciado
MG,Carmópolis de Minas,Municipal,Não iniciado
MG,Carneirinho,Municipal,Não iniciado
MG,Carrancas,Municipal,Não iniciado
MG,Carvalhópolis,Municipal,Não iniciado
MG,Carvalhos,Municipal,Não iniciado
MG,Casa Grande,Municipal,Não iniciado
MG,Cascalho Rico,Municipal,Não iniciado
MG,Cássia,Municipal,Não iniciado
MG,Cataguases,Municipal,Não iniciado
MG,Catas Altas,Municipal,Não iniciado
MG,Catas Altas da Noruega,Municipal,Não iniciado
MG,Catuji,Municipal,Não iniciado
MG,Catuti,Municipal,Não iniciado
MG,Caxambu,Municipal,Não iniciado
MG,Cedro do Abaeté,Municipal,Não iniciado
MG,Central de Minas,Municipal,Não iniciado
MG,Centralina,Municipal,Não iniciado
MG,Chácara,Municipal,Não iniciado
MG,Chalé,Municipal,Não iniciado
MG,Chapada do Norte,Municipal,Não iniciado
MG,Chapada Gaúcha,Municipal,Não iniciado
MG,Chiador,Municipal,Não iniciado
MG,Cipotânea,Municipal,Não iniciado
MG,Claraval,Municipal,Não iniciado
MG,Claro dos Poções,Municipal,Não iniciado
MG,Cláudio,Municipal,Não iniciado
MG,Coimbra,Municipal,Não iniciado
MG,Coluna,Municipal,Não iniciado
MG,Comendador Gomes,Municipal,Não iniciado
MG,Comercinho,Municipal,Não iniciado
MG,Conceição da Aparecida,Municipal,Não iniciado
MG,Conceição da Barra de Minas,Municipal,Não iniciado
MG,Conceição das Alagoas,Municipal,Não iniciado
MG,Conceição das Pedras,Municipal,Não iniciado
MG,Conceição de Ipanema,Municipal,Não iniciado
MG,Conceição do Mato Dentro,Municipal,Não iniciado
MG,Conceição do Pará,Municipal,Não iniciado
MG,Conceição do Rio Verde,Municipal,Não iniciado
MG,Conceição dos Ouros,Municipal,Não iniciado
MG,Cônego Marinho,Municipal,Não iniciado
MG,Confins,Municipal,Não iniciado
MG,Congonhal,Municipal,Não iniciado
MG,Congonhas,Municipal,Não iniciado
MG,Congonhas do Norte,Municipal,Não iniciado
MG,Conquista,Municipal,Não iniciado
MG,Conselheiro Lafaiete,Municipal,Não iniciado
MG,Conselheiro Pena,Municipal,Não iniciado
MG,Consolação,Municipal,Não iniciado
MG,Contagem,Municipal,Não iniciado
MG,Coqueiral,Municipal,Não iniciado
MG,Coração de Jesus,Municipal,Não iniciado
MG,Cordisburgo,Municipal,Não iniciado
MG,Cordislândia,Municipal,Não iniciado
MG,Corinto,Municipal,Não iniciado
MG,Coroaci,Municipal,Não iniciado
MG,Coromandel,Municipal,Não iniciado
MG,Coronel Fabriciano,Municipal,Não iniciado
MG,Coronel Murta,Municipal,Não iniciado
MG,Coronel Pacheco,Municipal,Não iniciado
MG,Coronel Xavier Chaves,Municipal,Não iniciado
MG,Córrego Danta,Municipal,Não iniciado
MG,Córrego do Bom Jesus,Municipal,Não iniciado
MG,Córrego Fundo,Municipal,Não iniciado
MG,Córrego Novo,Municipal,Não iniciado
MG,Couto de Magalhães de Minas,Municipal,Não iniciado
MG,Crisólita,Municipal,Não iniciado
MG,Cristais,Municipal,Não iniciado
MG,Cristália,Municipal,Não iniciado
MG,Cristiano Otoni,Municipal,Não iniciado
MG,Cristina,Municipal,Não iniciado
MG,Crucilândia,Municipal,Não iniciado
MG,Cruzeiro da Fortaleza,Municipal,Não iniciado
MG,Cruzília,Municipal,Não iniciado
MG,Cuparaque,Municipal,Não iniciado
MG,Curral de Dentro,Municipal,Não iniciado
MG,Curvelo,Municipal,Não iniciado
MG,Datas,Municipal,Não iniciado
MG,Delfim Moreira,Municipal,Não iniciado
MG,Delfinópolis,Municipal,Não iniciado
MG,Delta,Municipal,Não iniciado
MG,Descoberto,Municipal,Não iniciado
MG,Desterro de Entre Rios,Municipal,Não iniciado
MG,Desterro do Melo,Municipal,Não iniciado
MG,Diamantina,Municipal,Não iniciado
MG,Diogo de Vasconcelos,Municipal,Não iniciado
MG,Dionísio,Municipal,Não iniciado
MG,Divinésia,Municipal,Não iniciado
MG,Divino,Municipal,Não iniciado
MG,Divino das Laranjeiras,Municipal,Não iniciado
MG,Divinolândia de Minas,Municipal,Não iniciado
MG,Divinópolis,Municipal,Não iniciado
MG,Divisa Alegre,Municipal,Não iniciado
MG,Divisa Nova,Municipal,Não iniciado
MG,Divisópolis,Municipal,Não iniciado
MG,Dom Bosco,Municipal,Não iniciado
MG,Dom Cavati,Municipal,Não iniciado
MG,Dom Joaquim,Municipal,Não iniciado
MG,Dom Silvério,Municipal,Não iniciado
MG,Dom Viçoso,Municipal,Não iniciado
MG,Dona Eusébia,Municipal,Não iniciado
MG,Dores de Campos,Municipal,Não iniciado
MG,Dores de Guanhães,Municipal,Não iniciado
MG,Dores do Indaiá,Municipal,Não iniciado
MG,Dores do Turvo,Municipal,Não iniciado
MG,Doresópolis,Municipal,Não iniciado
MG,Douradoquara,Municipal,Não iniciado
MG,Durandé,Municipal,Não iniciado
MG,Elói Mendes,Municipal,Não iniciado
MG,Engenheiro Caldas,Municipal,Não iniciado
MG,Engenheiro Navarro,Municipal,Não iniciado
MG,Entre Folhas,Municipal,Não iniciado
MG,Entre Rios de Minas,Municipal,Não iniciado
MG,Ervália,Municipal,Não iniciado
MG,Esmeraldas,Municipal,Não iniciado
MG,Espera Feliz,Municipal,Não iniciado
MG,Espinosa,Municipal,Não iniciado
MG,Espírito Santo do Dourado,Municipal,Não iniciado
MG,Estiva,Municipal,Não iniciado
MG,Estrela Dalva,Municipal,Não iniciado
MG,Estrela do Indaiá,Municipal,Não iniciado
MG,Estrela do Sul,Municipal,Não iniciado
MG,Eugenópolis,Municipal,Não iniciado
MG,Ewbank da Câmara,Municipal,Não iniciado
MG,Extrema,Municipal,Não iniciado
MG,Fama,Municipal,Não iniciado
MG,Faria Lemos,Municipal,Não iniciado
MG,Felício dos Santos,Municipal,Não iniciado
MG,Felisburgo,Municipal,Não iniciado
MG,Felixlândia,Municipal,Não iniciado
MG,Fernandes Tourinho,Municipal,Não iniciado
MG,Ferros,Municipal,Não iniciado
MG,Fervedouro,Municipal,Não iniciado
MG,Florestal,Municipal,Não iniciado
MG,Formiga,Municipal,Não iniciado
MG,Formoso,Municipal,Não iniciado
MG,Fortaleza de Minas,Municipal,Não iniciado
MG,Fortuna de Minas,Municipal,Não iniciado
MG,Francisco Badaró,Municipal,Não iniciado
MG,Francisco Dumont,Municipal,Não iniciado
MG,Franciscópolis,Municipal,Não iniciado
MG,Francisco Sá,Municipal,Não iniciado
MG,Frei Gaspar,Municipal,Não iniciado
MG,Frei Inocêncio,Municipal,Não iniciado
MG,Frei Lagonegro,Municipal,Não iniciado
MG,Fronteira,Municipal,Não iniciado
MG,Fronteira dos Vales,Municipal,Não iniciado
MG,Fruta de Leite,Municipal,Não iniciado
MG,Frutal,Municipal,Não iniciado
MG,Funilândia,Municipal,Não iniciado
MG,Galiléia,Municipal,Não iniciado
MG,Gameleiras,Municipal,Não iniciado
MG,Glaucilândia,Municipal,Não iniciado
MG,Goiabeira,Municipal,Não iniciado
MG,Goianá,Municipal,Não iniciado
MG,Gonçalves,Municipal,Não iniciado
MG,Gonzaga,Municipal,Não iniciado
MG,Gouveia,Municipal,Não iniciado
MG,Governador Valadares,Municipal,Não iniciado
MG,Grão Mogol,Municipal,Não iniciado
MG,Grupiara,Municipal,Não iniciado
MG,Guanhães,Municipal,Não iniciado
MG,Guapé,Municipal,Não iniciado
MG,Guaraciaba,Municipal,Não iniciado
MG,Guaraciama,Municipal,Não iniciado
MG,Guaranésia,Municipal,Não iniciado
MG,Guarani,Municipal,Não iniciado
MG,Guarará,Municipal,Não iniciado
MG,Guarda-Mor,Municipal,Não iniciado
MG,Guaxupé,Municipal,Não iniciado
MG,Guidoval,Municipal,Não iniciado
MG,Guimarânia,Municipal,Não iniciado
MG,Guiricema,Municipal,Não iniciado
MG,Gurinhatã,Municipal,Não iniciado
MG,Heliodora,Municipal,Não iniciado
MG,Iapu,Municipal,Não iniciado
MG,Ibertioga,Municipal,Não iniciado
MG,Ibiá,Municipal,Não iniciado
MG,Ibiaí,Municipal,Não iniciado
MG,Ibiracatu,Municipal,Não iniciado
MG,Ibiraci,Municipal,Não iniciado
MG,Ibirité,Municipal,Não iniciado
MG,Ibitiúra de Minas,Municipal,Não iniciado
MG,Ibituruna,Municipal,Não iniciado
MG,Icaraí de Minas,Municipal,Não iniciado
MG,Igarapé,Municipal,Não iniciado
MG,Igaratinga,Municipal,Não iniciado
MG,Iguatama,Municipal,Não iniciado
MG,Ijaci,Municipal,Não iniciado
MG,Ilicínea,Municipal,Não iniciado
MG,Imbé de Minas,Municipal,Não iniciado
MG,Inconfidentes,Municipal,Não iniciado
MG,Indaiabira,Municipal,Não iniciado
MG,Indianópolis,Municipal,Não iniciado
MG,Ingaí,Municipal,Não iniciado
MG,Inhapim,Municipal,Não iniciado
MG,Inhaúma,Municipal,Não iniciado
MG,Inimutaba,Municipal,Não iniciado
MG,Ipaba,Municipal,Não iniciado
MG,Ipanema,Municipal,Não iniciado
MG,Ipatinga,Municipal,Não iniciado
MG,Ipiaçu,Municipal,Não iniciado
MG,Ipuiúna,Municipal,Não iniciado
MG,Iraí de Minas,Municipal,Não iniciado
MG,Itabira,Municipal,Não iniciado
MG,Itabirinha,Municipal,Não iniciado
MG,Itabirito,Municipal,Não iniciado
MG,Itacambira,Municipal,Não iniciado
MG,Itacarambi,Municipal,Não iniciado
MG,Itaguara,Municipal,Não iniciado
MG,Itaipé,Municipal,Não iniciado
MG,Itajubá,Municipal,Não iniciado
MG,Itamarandiba,Municipal,Não iniciado
MG,Itamarati de Minas,Municipal,Não iniciado
MG,Itambacuri,Municipal,Não iniciado
MG,Itambé do Mato Dentro,Municipal,Não iniciado
MG,Itamogi,Municipal,Não iniciado
MG,Itamonte,Municipal,Não iniciado
MG,Itanhandu,Municipal,Não iniciado
MG,Itanhomi,Municipal,Não iniciado
MG,Itaobim,Municipal,Não iniciado
MG,Itapagipe,Municipal,Não iniciado
MG,Itapecerica,Municipal,Não iniciado
MG,Itapeva,Municipal,Não iniciado
MG,Itatiaiuçu,Municipal,Não iniciado
MG,Itaú de Minas,Municipal,Não iniciado
MG,Itaúna,Municipal,Não iniciado
MG,Itaverava,Municipal,Não iniciado
MG,Itinga,Municipal,Não iniciado
MG,Itueta,Municipal,Não iniciado
MG,Ituiutaba,Municipal,Não iniciado
MG,Itumirim,Municipal,Não iniciado
MG,Iturama,Municipal,Não iniciado
MG,Itutinga,Municipal,Não iniciado
MG,Jaboticatubas,Municipal,Não iniciado
MG,Jacinto,Municipal,Não iniciado
MG,Jacuí,Municipal,Não iniciado
MG,Jacutinga,Municipal,Não iniciado
MG,Jaguaraçu,Municipal,Não iniciado
MG,Jaíba,Municipal,Não iniciado
MG,Jampruca,Municipal,Não iniciado
MG,Janaúba,Municipal,Não iniciado
MG,Januária,Municipal,Não iniciado
MG,Japaraíba,Municipal,Não iniciado
MG,Japonvar,Municipal,Não iniciado
MG,Jeceaba,Municipal,Não iniciado
MG,Jenipapo de Minas,Municipal,Não iniciado
MG,Jequeri,Municipal,Não iniciado
MG,Jequitaí,Municipal,Não iniciado
MG,Jequitibá,Municipal,Não iniciado
MG,Jequitinhonha,Municipal,Não iniciado
MG,Jesuânia,Municipal,Não iniciado
MG,Joaíma,Municipal,Não iniciado
MG,Joanésia,Municipal,Não iniciado
MG,João Monlevade,Municipal,Não iniciado
MG,João Pinheiro,Municipal,Não iniciado
MG,Joaquim Felício,Municipal,Não iniciado
MG,Jordânia,Municipal,Não iniciado
MG,José Gonçalves de Minas,Municipal,Não iniciado
MG,Josenópolis,Municipal,Não iniciado
MG,José Raydan,Municipal,Não iniciado
MG,Juatuba,Municipal,Não iniciado
MG,Juiz de Fora,Municipal,Não iniciado
MG,Juramento,Municipal,Não iniciado
MG,Juruaia,Municipal,Não iniciado
MG,Juvenília,Municipal,Não iniciado
MG,Ladainha,Municipal,Não iniciado
MG,Lagamar,Municipal,Não iniciado
MG,Lagoa da Prata,Municipal,Não iniciado
MG,Lagoa dos Patos,Municipal,Não iniciado
MG,Lagoa Dourada,Municipal,Não iniciado
MG,Lagoa Formosa,Municipal,Não iniciado
MG,Lagoa Grande,Municipal,Não iniciado
MG,Lagoa Santa,Municipal,Não iniciado
MG,Lajinha,Municipal,Não iniciado
MG,Lambari,Municipal,Não iniciado
MG,Lamim,Municipal,Não iniciado
MG,Laranjal,Municipal,Não iniciado
MG,Lassance,Municipal,Não iniciado
MG,Lavras,Municipal,Não iniciado
MG,Leandro Ferreira,Municipal,Não iniciado
MG,Leme do Prado,Municipal,Não iniciado
MG,Leopoldina,Municipal,Não iniciado
MG,Liberdade,Municipal,Não iniciado
MG,Lima Duarte,Municipal,Não iniciado
MG,Limeira do Oeste,Municipal,Não iniciado
MG,Lontra,Municipal,Não iniciado
MG,Luisburgo,Municipal,Não iniciado
MG,Luislândia,Municipal,Não iniciado
MG,Luminárias,Municipal,Não iniciado
MG,Luz,Municipal,Não iniciado
MG,Machacalis,Municipal,Não iniciado
MG,Machado,Municipal,Não iniciado
MG,Madre de Deus de Minas,Municipal,Não iniciado
MG,Malacacheta,Municipal,Não iniciado
MG,Mamonas,Municipal,Não iniciado
MG,Manga,Municipal,Não iniciado
MG,Manhuaçu,Municipal,Não iniciado
MG,Manhumirim,Municipal,Não iniciado
MG,Mantena,Municipal,Não iniciado
MG,Maravilhas,Municipal,Não iniciado
MG,Mar de Espanha,Municipal,Não iniciado
MG,Maria da Fé,Municipal,Não iniciado
MG,Mariana,Municipal,Não iniciado
MG,Marilac,Municipal,Não iniciado
MG,Mário Campos,Municipal,Não iniciado
MG,Maripá de Minas,Municipal,Não iniciado
MG,Marliéria,Municipal,Não iniciado
MG,Marmelópolis,Municipal,Não iniciado
MG,Martinho Campos,Municipal,Não iniciado
MG,Martins Soares,Municipal,Não iniciado
MG,Mata Verde,Municipal,Não iniciado
MG,Materlândia,Municipal,Não iniciado
MG,Mateus Leme,Municipal,Não iniciado
MG,Mathias Lobato,Municipal,Não iniciado
MG,Matias Barbosa,Municipal,Não iniciado
MG,Matias Cardoso,Municipal,Não iniciado
MG,Matipó,Municipal,Não iniciado
MG,Mato Verde,Municipal,Não iniciado
MG,Matozinhos,Municipal,Não iniciado
MG,Matutina,Municipal,Não iniciado
MG,Medeiros,Municipal,Não iniciado
MG,Medina,Municipal,Não iniciado
MG,Mendes Pimentel,Municipal,Não iniciado
MG,Mercês,Municipal,Não iniciado
MG,Mesquita,Municipal,Não iniciado
MG,Minas Novas,Municipal,Não iniciado
MG,Minduri,Municipal,Não iniciado
MG,Mirabela,Municipal,Não iniciado
MG,Miradouro,Municipal,Não iniciado
MG,Miraí,Municipal,Não iniciado
MG,Miravânia,Municipal,Não iniciado
MG,Moeda,Municipal,Não iniciado
MG,Moema,Municipal,Não iniciado
MG,Monjolos,Municipal,Não iniciado
MG,Monsenhor Paulo,Municipal,Não iniciado
MG,Montalvânia,Municipal,Não iniciado
MG,Monte Alegre de Minas,Municipal,Não iniciado
MG,Monte Azul,Municipal,Não iniciado
MG,Monte Belo,Municipal,Não iniciado
MG,Monte Carmelo,Municipal,Não iniciado
MG,Monte Formoso,Municipal,Não iniciado
MG,Monte Santo de Minas,Municipal,Não iniciado
MG,Montes Claros,Municipal,Não iniciado
MG,Monte Sião,Municipal,Não iniciado
MG,Montezuma,Municipal,Não iniciado
MG,Morada Nova de Minas,Municipal,Não iniciado
MG,Morro da Garça,Municipal,Não iniciado
MG,Morro do Pilar,Municipal,Não iniciado
MG,Munhoz,Municipal,Não iniciado
MG,Muriaé,Municipal,Não iniciado
MG,Mutum,Municipal,Não iniciado
MG,Muzambinho,Municipal,Não iniciado
MG,Nacip Raydan,Municipal,Não iniciado
MG,Nanuque,Municipal,Não iniciado
MG,Naque,Municipal,Não iniciado
MG,Natalândia,Municipal,Não iniciado
MG,Natércia,Municipal,Não iniciado
MG,Nazareno,Municipal,Não iniciado
MG,Nepomuceno,Municipal,Não iniciado
MG,Ninheira,Municipal,Não iniciado
MG,Nova Belém,Municipal,Não iniciado
MG,Nova Era,Municipal,Não iniciado
MG,Nova Lima,Municipal,Não iniciado
MG,Nova Módica,Municipal,Não iniciado
MG,Nova Ponte,Municipal,Não iniciado
MG,Nova Porteirinha,Municipal,Não iniciado
MG,Nova Resende,Municipal,Não iniciado
MG,Nova Serrana,Municipal,Não iniciado
MG,Nova União,Municipal,Não iniciado
MG,Novo Cruzeiro,Municipal,Não iniciado
MG,Novo Oriente de Minas,Municipal,Não iniciado
MG,Novorizonte,Municipal,Não iniciado
MG,Olaria,Municipal,Não iniciado
MG,Olhos-d'Água,Municipal,Não iniciado
MG,Olímpio Noronha,Municipal,Não iniciado
MG,Oliveira,Municipal,Não iniciado
MG,Oliveira Fortes,Municipal,Não iniciado
MG,Onça de Pitangui,Municipal,Não iniciado
MG,Oratórios,Municipal,Não iniciado
MG,Orizânia,Municipal,Não iniciado
MG,Ouro Branco,Municipal,Não iniciado
MG,Ouro Fino,Municipal,Não iniciado
MG,Ouro Preto,Municipal,Não iniciado
MG,Ouro Verde de Minas,Municipal,Não iniciado
MG,Padre Carvalho,Municipal,Não iniciado
MG,Padre Paraíso,Municipal,Não iniciado
MG,Paineiras,Municipal,Não iniciado
MG,Pains,Municipal,Não iniciado
MG,Pai Pedro,Municipal,Não iniciado
MG,Paiva,Municipal,Não iniciado
MG,Palma,Municipal,Não iniciado
MG,Palmópolis,Municipal,Não iniciado
MG,Papagaios,Municipal,Não iniciado
MG,Paracatu,Municipal,Não iniciado
MG,Pará de Minas,Municipal,Não iniciado
MG,Paraguaçu,Municipal,Não iniciado
MG,Paraisópolis,Municipal,Não iniciado
MG,Paraopeba,Municipal,Não iniciado
MG,Passabém,Municipal,Não iniciado
MG,Passa Quatro,Municipal,Não iniciado
MG,Passa Tempo,Municipal,Não iniciado
MG,Passa-Vinte,Municipal,Não iniciado
MG,Passos,Municipal,Não iniciado
MG,Patis,Municipal,Não iniciado
MG,Patos de Minas,Municipal,Não iniciado
MG,Patrocínio,Municipal,Não iniciado
MG,Patrocínio do Muriaé,Municipal,Não iniciado
MG,Paula Cândido,Municipal,Não iniciado
MG,Paulistas,Municipal,Não iniciado
MG,Pavão,Municipal,Não iniciado
MG,Peçanha,Municipal,Não iniciado
MG,Pedra Azul,Municipal,Não iniciado
MG,Pedra Bonita,Municipal,Não iniciado
MG,Pedra do Anta,Municipal,Não iniciado
MG,Pedra do Indaiá,Municipal,Não iniciado
MG,Pedra Dourada,Municipal,Não iniciado
MG,Pedralva,Municipal,Não iniciado
MG,Pedras de Maria da Cruz,Municipal,Não iniciado
MG,Pedrinópolis,Municipal,Não iniciado
MG,Pedro Leopoldo,Municipal,Não iniciado
MG,Pedro Teixeira,Municipal,Não iniciado
MG,Pequeri,Municipal,Não iniciado
MG,Pequi,Municipal,Não iniciado
MG,Perdigão,Municipal,Não iniciado
MG,Perdizes,Municipal,Não iniciado
MG,Perdões,Municipal,Não iniciado
MG,Periquito,Municipal,Não iniciado
MG,Pescador,Municipal,Não iniciado
MG,Piau,Municipal,Não iniciado
MG,Piedade de Caratinga,Municipal,Não iniciado
MG,Piedade de Ponte Nova,Municipal,Não iniciado
MG,Piedade do Rio Grande,Municipal,Não iniciado
MG,Piedade dos Gerais,Municipal,Não iniciado
MG,Pimenta,Municipal,Não iniciado
MG,Pingo-d'Água,Municipal,Não iniciado
MG,Pintópolis,Municipal,Não iniciado
MG,Piracema,Municipal,Não iniciado
MG,Pirajuba,Municipal,Não iniciado
MG,Piranga,Municipal,Não iniciado
MG,Piranguçu,Municipal,Não iniciado
MG,Piranguinho,Municipal,Não iniciado
MG,Pirapetinga,Municipal,Não iniciado
MG,Pirapora,Municipal,Não iniciado
MG,Piraúba,Municipal,Não iniciado
MG,Pitangui,Municipal,Não iniciado
MG,Piumhi,Municipal,Não iniciado
MG,Planura,Municipal,Não iniciado
MG,Poço Fundo,Municipal,Não iniciado
MG,Poços de Caldas,Municipal,Não iniciado
MG,Pocrane,Municipal,Não iniciado
MG,Pompéu,Municipal,Não iniciado
MG,Ponte Nova,Municipal,Não iniciado
MG,Ponto Chique,Municipal,Não iniciado
MG,Ponto dos Volantes,Municipal,Não iniciado
MG,Porteirinha,Municipal,Não iniciado
MG,Porto Firme,Municipal,Não iniciado
MG,Poté,Municipal,Não iniciado
MG,Pouso Alegre,Municipal,Não iniciado
MG,Pouso Alto,Municipal,Não iniciado
MG,Prados,Municipal,Não iniciado
MG,Prata,Municipal,Não iniciado
MG,Pratápolis,Municipal,Não iniciado
MG,Pratinha,Municipal,Não iniciado
MG,Presidente Bernardes,Municipal,Não iniciado
MG,Presidente Juscelino,Municipal,Não iniciado
MG,Presidente Kubitschek,Municipal,Não iniciado
MG,Presidente Olegário,Municipal,Não iniciado
MG,Prudente de Morais,Municipal,Não iniciado
MG,Quartel Geral,Municipal,Não iniciado
MG,Queluzito,Municipal,Não iniciado
MG,Raposos,Municipal,Não iniciado
MG,Raul Soares,Municipal,Não iniciado
MG,Recreio,Municipal,Não iniciado
MG,Reduto,Municipal,Não iniciado
MG,Resende Costa,Municipal,Não iniciado
MG,Resplendor,Municipal,Não iniciado
MG,Ressaquinha,Municipal,Não iniciado
MG,Riachinho,Municipal,Não iniciado
MG,Riacho dos Machados,Municipal,Não iniciado
MG,Ribeirão das Neves,Municipal,Não iniciado
MG,Ribeirão Vermelho,Municipal,Não iniciado
MG,Rio Acima,Municipal,Não iniciado
MG,Rio Casca,Municipal,Não iniciado
MG,Rio Doce,Municipal,Não iniciado
MG,Rio do Prado,Municipal,Não iniciado
MG,Rio Espera,Municipal,Não iniciado
MG,Rio Manso,Municipal,Não iniciado
MG,Rio Novo,Municipal,Não iniciado
MG,Rio Paranaíba,Municipal,Não iniciado
MG,Rio Pardo de Minas,Municipal,Não iniciado
MG,Rio Piracicaba,Municipal,Não iniciado
MG,Rio Pomba,Municipal,Não iniciado
MG,Rio Preto,Municipal,Não iniciado
MG,Rio Vermelho,Municipal,Não iniciado
MG,Ritápolis,Municipal,Não iniciado
MG,Rochedo de Minas,Municipal,Não iniciado
MG,Rodeiro,Municipal,Não iniciado
MG,Romaria,Municipal,Não iniciado
MG,Rosário da Limeira,Municipal,Não iniciado
MG,Rubelita,Municipal,Não iniciado
MG,Rubim,Municipal,Não iniciado
MG,Sabará,Municipal,Não iniciado
MG,Sabinópolis,Municipal,Não iniciado
MG,Sacramento,Municipal,Não iniciado
MG,Salinas,Municipal,Não iniciado
MG,Salto da Divisa,Municipal,Não iniciado
MG,Santa Bárbara,Municipal,Não iniciado
MG,Santa Bárbara do Leste,Municipal,Não iniciado
MG,Santa Bárbara do Monte Verde,Municipal,Não iniciado
MG,Santa Bárbara do Tugúrio,Municipal,Não iniciado
